config_hash,git_commit,source_hash,prior_id,data_hash,smoke,solver,axis,level,seed,image_id,sigma_true,sigma_assumed,mask_disagreement,mask_density,psnr,ssim,lpips,residual_assumed,residual_true,residual_gap,artifact
d4edbcc97ec00f079508e13004cf8c0e01806e2a1c89e0eb93c0e8df45158196,3edb09d41378dfae155626fe72b75a2c4bde6a58,cff553233941e75169564d196f318bbdd728713e0809f049f5ada55d92b57e1e,7e25783c0a7c26e9b9f205121679098986989cb4fa109a54923972afe75d60ce,ac6168d8c51a9220ff3b88b5de5c6038c357dcd1c8a36c2a1f201e2293e484e8,False,zero_filled,mask,0,0,6,0.03,0.03,0,0.25,18.072035998,0.509170001742,0.274148732424,0.0898019596934,0.0898019596934,0,reconstructions/d4edbcc97ec00f079508e13004cf8c0e01806e2a1c89e0eb93c0e8df45158196/zero_filled-mask-0.0-0-6.pt
d4edbcc97ec00f079508e13004cf8c0e01806e2a1c89e0eb93c0e8df45158196,3edb09d41378dfae155626fe72b75a2c4bde6a58,cff553233941e75169564d196f318bbdd728713e0809f049f5ada55d92b57e1e,7e25783c0a7c26e9b9f205121679098986989cb4fa109a54923972afe75d60ce,ac6168d8c51a9220ff3b88b5de5c6038c357dcd1c8a36c2a1f201e2293e484e8,False,tv,mask,0,0,6,0.03,0.03,0,0.25,21.8314079802,0.745148188356,0.066240593791,0.0577669888735,0.0577669888735,0,reconstructions/d4edbcc97ec00f079508e13004cf8c0e01806e2a1c89e0eb93c0e8df45158196/tv-mask-0.0-0-6.pt
d4edbcc97ec00f079508e13004cf8c0e01806e2a1c89e0eb93c0e8df45158196,3edb09d41378dfae155626fe72b75a2c4bde6a58,cff553233941e75169564d196f318bbdd728713e0809f049f5ada55d92b57e1e,7e25783c0a7c26e9b9f205121679098986989cb4fa109a54923972afe75d60ce,ac6168d8c51a9220ff3b88b5de5c6038c357dcd1c8a36c2a1f201e2293e484e8,False,dps,mask,0,0,6,0.03,0.03,0,0.25,8.37522144199,0.00896532953977,0.53497838974,0.89525860548,0.89525860548,0,reconstructions/d4edbcc97ec00f079508e13004cf8c0e01806e2a1c89e0eb93c0e8df45158196/dps-mask-0.0-0-6.pt
d4edbcc97ec00f079508e13004cf8c0e01806e2a1c89e0eb93c0e8df45158196,3edb09d41378dfae155626fe72b75a2c4bde6a58,cff553233941e75169564d196f318bbdd728713e0809f049f5ada55d92b57e1e,7e25783c0a7c26e9b9f205121679098986989cb4fa109a54923972afe75d60ce,ac6168d8c51a9220ff3b88b5de5c6038c357dcd1c8a36c2a1f201e2293e484e8,False,diffpir,mask,0,0,6,0.03,0.03,0,0.25,4.23376904483,0.00358648826368,0.877369582653,0.924759268761,0.924759268761,0,reconstructions/d4edbcc97ec00f079508e13004cf8c0e01806e2a1c89e0eb93c0e8df45158196/diffpir-mask-0.0-0-6.pt
d4edbcc97ec00f079508e13004cf8c0e01806e2a1c89e0eb93c0e8df45158196,3edb09d41378dfae155626fe72b75a2c4bde6a58,cff553233941e75169564d196f318bbdd728713e0809f049f5ada55d92b57e1e,7e25783c0a7c26e9b9f205121679098986989cb4fa109a54923972afe75d60ce,ac6168d8c51a9220ff3b88b5de5c6038c357dcd1c8a36c2a1f201e2293e484e8,False,pigdm,mask,0,0,6,0.03,0.03,0,0.25,17.2801954034,0.521357452638,0.136897742748,0.245503783226,0.245503783226,0,reconstructions/d4edbcc97ec00f079508e13004cf8c0e01806e2a1c89e0eb93c0e8df45158196/pigdm-mask-0.0-0-6.pt
d4edbcc97ec00f079508e13004cf8c0e01806e2a1c89e0eb93c0e8df45158196,3edb09d41378dfae155626fe72b75a2c4bde6a58,cff553233941e75169564d196f318bbdd728713e0809f049f5ada55d92b57e1e,7e25783c0a7c26e9b9f205121679098986989cb4fa109a54923972afe75d60ce,ac6168d8c51a9220ff3b88b5de5c6038c357dcd1c8a36c2a1f201e2293e484e8,False,zero_filled,mask,0,0,7,0.03,0.03,0,0.25,20.5633420154,0.58555962536,0.206613197923,0.0729525312781,0.0729525312781,0,reconstructions/d4edbcc97ec00f079508e13004cf8c0e01806e2a1c89e0eb93c0e8df45158196/zero_filled-mask-0.0-0-7.pt
d4edbcc97ec00f079508e13004cf8c0e01806e2a1c89e0eb93c0e8df45158196,3edb09d41378dfae155626fe72b75a2c4bde6a58,cff553233941e75169564d196f318bbdd728713e0809f049f5ada55d92b57e1e,7e25783c0a7c26e9b9f205121679098986989cb4fa109a54923972afe75d60ce,ac6168d8c51a9220ff3b88b5de5c6038c357dcd1c8a36c2a1f201e2293e484e8,False,tv,mask,0,0,7,0.03,0.03,0,0.25,24.3813865241,0.81616764701,0.0538613274693,0.0517907813191,0.0517907813191,0,reconstructions/d4edbcc97ec00f079508e13004cf8c0e01806e2a1c89e0eb93c0e8df45158196/tv-mask-0.0-0-7.pt
d4edbcc97ec00f079508e13004cf8c0e01806e2a1c89e0eb93c0e8df45158196,3edb09d41378dfae155626fe72b75a2c4bde6a58,cff553233941e75169564d196f318bbdd728713e0809f049f5ada55d92b57e1e,7e25783c0a7c26e9b9f205121679098986989cb4fa109a54923972afe75d60ce,ac6168d8c51a9220ff3b88b5de5c6038c357dcd1c8a36c2a1f201e2293e484e8,False,dps,mask,0,0,7,0.03,0.03,0,0.25,6.77408753391,-0.0387825443046,0.379332631826,1.00326883793,1.00326883793,0,reconstructions/d4edbcc97ec00f079508e13004cf8c0e01806e2a1c89e0eb93c0e8df45158196/dps-mask-0.0-0-7.pt
d4edbcc97ec00f079508e13004cf8c0e01806e2a1c89e0eb93c0e8df45158196,3edb09d41378dfae155626fe72b75a2c4bde6a58,cff553233941e75169564d196f318bbdd728713e0809f049f5ada55d92b57e1e,7e25783c0a7c26e9b9f205121679098986989cb4fa109a54923972afe75d60ce,ac6168d8c51a9220ff3b88b5de5c6038c357dcd1c8a36c2a1f201e2293e484e8,False,diffpir,mask,0,0,7,0.03,0.03,0,0.25,4.60232812557,0.00524781843756,0.965060412884,0.79150223732,0.79150223732,0,reconstructions/d4edbcc97ec00f079508e13004cf8c0e01806e2a1c89e0eb93c0e8df45158196/diffpir-mask-0.0-0-7.pt
d4edbcc97ec00f079508e13004cf8c0e01806e2a1c89e0eb93c0e8df45158196,3edb09d41378dfae155626fe72b75a2c4bde6a58,cff553233941e75169564d196f318bbdd728713e0809f049f5ada55d92b57e1e,7e25783c0a7c26e9b9f205121679098986989cb4fa109a54923972afe75d60ce,ac6168d8c51a9220ff3b88b5de5c6038c357dcd1c8a36c2a1f201e2293e484e8,False,pigdm,mask,0,0,7,0.03,0.03,0,0.25,20.3356544364,0.536765210947,0.142406970263,0.15135845542,0.15135845542,0,reconstructions/d4edbcc97ec00f079508e13004cf8c0e01806e2a1c89e0eb93c0e8df45158196/pigdm-mask-0.0-0-7.pt
